Name,Direct downloads,Indirect downloads,Total
subspaceMOA,238,0,238
OasisR,238,0,238
transport,238,0,238
FedData,238,0,238
allelematch,238,0,238
allelematch,238,0,238
dynaTree,238,0,238
WaveLetLongMemory,238,0,238
dosresmeta,238,0,238
redcapAPI,238,0,238
gradDescent,238,0,238
robotstxt,238,0,238
UScensus2000cdp,238,0,238
rglobi,238,0,238
HAC,238,0,238
goric,238,0,238
oceanmap,231,7,238
IC2,222,16,238
GSE,219,19,238
fmdates,128,110,238
AWR,237,0,237
ALA4R,237,0,237
OIdata,237,0,237
covLCA,237,0,237
SpaDES,237,0,237
Watersheds,237,0,237
RcmdrPlugin.MA,237,0,237
bayesMCClust,237,0,237
MAR1,237,0,237
clusrank,237,0,237
crank,237,0,237
psyphy,237,0,237
partsm,237,0,237
stmBrowser,237,0,237
concor,237,0,237
ContourFunctions,237,0,237
climdex.pcic,224,13,237
separationplot,224,13,237
MCL,216,21,237
insol,203,34,237
PSF,191,46,237
traits,184,53,237
svSocket,130,107,237
psoptim,236,0,236
mcr,236,0,236
ecr,236,0,236
rtimes,236,0,236
BCEA,236,0,236
primer,236,0,236
AbSim,236,0,236
seqHMM,236,0,236
orderedLasso,236,0,236
HKprocess,236,0,236
EstCRM,236,0,236
scmamp,236,0,236
DescribeDisplay,236,0,236
nonparaeff,223,13,236
bvls,221,15,236
bnstruct,235,0,235
shinytoastr,235,0,235
ckanr,235,0,235
metamisc,235,0,235
uwIntroStats,235,0,235
FactoRizationMachines,235,0,235
CompLognormal,235,0,235
biglars,235,0,235
mpt,220,15,235
survJamda,188,47,235
MBCluster.Seq,186,49,235
rnrfa,183,52,235
sudoku,147,88,235
pdp,234,0,234
SportsAnalytics,234,0,234
ABHgenotypeR,234,0,234
AHR,234,0,234
ROI.plugin.lpsolve,234,0,234
elevatr,234,0,234
faoutlier,234,0,234
prevR,234,0,234
designGG,234,0,234
geozoo,234,0,234
shinyTime,234,0,234
MicroStrategyR,234,0,234
fdapace,234,0,234
bcv,213,21,234
ars,208,26,234
bupaR,201,33,234
cudaBayesregData,183,51,234
rLakeAnalyzer,179,55,234
acss,175,59,234
TED,233,0,233
tswge,233,0,233
gmum.r,233,0,233
CircMLE,233,0,233
rebmix,233,0,233
Lambda4,233,0,233
ABCp2,233,0,233
namespace,233,0,233
BigSEM,233,0,233
timeline,233,0,233
npde,233,0,233
rif,233,0,233
TAQMNGR,233,0,233
factorplot,233,0,233
noncensus,232,1,233
networkTomography,217,16,233
OpenML,214,19,233
powerplus,208,25,233
diffusionMap,158,75,233
RKEAjars,50,183,233
bridgesampling,232,0,232
glm.ddR,232,0,232
mafs,232,0,232
biotic,232,0,232
dggridR,232,0,232
treatSens,232,0,232
diffr,232,0,232
GGEBiplotGUI,232,0,232
rpartScore,232,0,232
DAMisc,232,0,232
TSTutorial,232,0,232
ccaPP,230,2,232
ArgumentCheck,228,4,232
cctools,213,19,232
orloca.es,155,77,232
survIDINRI,231,0,231
edeaR,231,0,231
RcmdrPlugin.sos,231,0,231
textTinyR,231,0,231
RPANDA,231,0,231
jsonld,231,0,231
measuRing,231,0,231
maRketSim,231,0,231
opefimor,231,0,231
Bergm,231,0,231
climtrends,224,7,231
kerdiest,177,54,231
antaresRead,76,155,231
pbdDEMO,230,0,230
bayesboot,230,0,230
ALSM,230,0,230
wikitaxa,230,0,230
lcda,230,0,230
csSAM,230,0,230
extremefit,230,0,230
restimizeapi,230,0,230
bayesDem,230,0,230
analogsea,230,0,230
ADDT,230,0,230
QuasiSeq,230,0,230
vcrpart,230,0,230
FunCluster,230,0,230
XNomial,230,0,230
optCluster,230,0,230
logisticPCA,230,0,230
bdvis,230,0,230
orsk,230,0,230
ACSNMineR,230,0,230
iterLap,230,0,230
dagitty,230,0,230
rsnps,229,1,230
sirad,225,5,230
gWidgets2tcltk,225,5,230
emdist,224,6,230
HiDimDA,220,10,230
SpatialNP,210,20,230
regtools,201,29,230
SpecsVerification,188,42,230
RobLox,40,190,230
abodOutlier,229,0,229
Coxnet,229,0,229
RSADBE,229,0,229
climextRemes,229,0,229
BalancedSampling,229,0,229
convertr,229,0,229
bayesAB,229,0,229
edeR,229,0,229
iCluster,229,0,229
rdetools,229,0,229
BayesMed,229,0,229
pivottabler,229,0,229
countyfloods,229,0,229
vardiag,229,0,229
DAISIE,229,0,229
SOMbrero,229,0,229
MetaIntegrator,229,0,229
ameco,229,0,229
copulaedas,229,0,229
mritc,229,0,229
DAAGbio,229,0,229
agop,222,7,229
ldbounds,220,9,229
rinat,217,12,229
esaBcv,213,16,229
metatest,150,79,229
metatest,150,79,229
events,228,0,228
SciViews,228,0,228
spdplyr,228,0,228
iqspr,228,0,228
shinyTree,228,0,228
rmumps,228,0,228
AnalyzeTS,228,0,228
mar1s,228,0,228
vegetarian,228,0,228
condMVNorm,225,3,228
RJSDMX,222,6,228
SMVar,181,47,228
DiscreteWeibull,173,55,228
kyotil,96,132,228
gamlss.tr,94,134,228
pairsD3,227,0,227
abf2,227,0,227
VTrack,227,0,227
S2sls,227,0,227
CaDENCE,227,0,227
letsR,227,0,227
QTLRel,227,0,227
parallelSVM,227,0,227
ACSWR,227,0,227
SEERaBomb,227,0,227
dualScale,227,0,227
dynBiplotGUI,227,0,227
RcmdrPlugin.pointG,227,0,227
cabootcrs,227,0,227
rslurm,227,0,227
rv,227,0,227
rysgran,227,0,227
genridge,227,0,227
gRc,227,0,227
icarus,227,0,227
WMDB,227,0,227
sads,209,18,227
clime,208,19,227
tm.plugin.lexisnexis,198,29,227
mRm,167,60,227
mRm,167,60,227
Rmosek,156,71,227
EntropyEstimation,63,164,227
FWDselect,226,0,226
marima,226,0,226
diverse,226,0,226
simmr,226,0,226
NLRoot,226,0,226
CAMAN,226,0,226
cncaGUI,226,0,226
BIOdry,226,0,226
coefficientalpha,226,0,226
TcGSA,226,0,226
robustDA,226,0,226
AcousticNDLCodeR,226,0,226
RcmdrPlugin.seeg,226,0,226
datamart,226,0,226
MeanShift,226,0,226
cna,226,0,226
RCEIM,225,1,226
globalOptTests,218,8,226
seeg,165,61,226
gPdtest,152,74,226
dcmle,134,92,226
precrec,93,133,226
dispmod,225,0,225
lucr,225,0,225
AFLPsim,225,0,225
TrialSize,225,0,225
SCperf,225,0,225
gofastr,225,0,225
electionsBR,225,0,225
psytabs,225,0,225
zCompositions,225,0,225
CollocInfer,224,1,225
lbfgsb3,223,2,225
NAM,222,3,225
DiceView,221,4,225
irtProb,221,4,225
GDAtools,208,17,225
stpp,205,20,225
lazy,204,21,225
capushe,181,44,225
qrmtools,109,116,225
DiceEval,56,169,225
edstan,224,0,224
pear,224,0,224
DistatisR,224,0,224
acid,224,0,224
QCAtools,224,0,224
smerc,224,0,224
RxODE,224,0,224
pinbasic,224,0,224
deducorrect,224,0,224
CausalFX,224,0,224
neuroim,224,0,224
JohnsonDistribution,224,0,224
bootStepAIC,224,0,224
GPFDA,224,0,224
experiment,224,0,224
mixPHM,224,0,224
GB2,224,0,224
heuristica,224,0,224
RcmdrPlugin.SLC,224,0,224
EnQuireR,224,0,224
kedd,212,12,224
naturalsort,209,15,224
RLumModel,188,36,224
PBImisc,184,40,224
NetworkComparisonTest,125,99,224
distrTEst,24,200,224
ImportExport,223,0,223
RcmdrPlugin.SM,223,0,223
MonteCarlo,223,0,223
regexr,223,0,223
dagR,223,0,223
read.dbc,223,0,223
obAnalytics,223,0,223
hive,223,0,223
Matrix.utils,223,0,223
smotefamily,223,0,223
algstat,223,0,223
arsenal,223,0,223
altmeta,223,0,223
glogis,219,4,223
rateratio.test,216,7,223
dat,211,12,223
CoImp,222,0,222
planor,222,0,222
odfWeave.survey,222,0,222
GroupSeq,222,0,222
qcr,222,0,222
Davies,222,0,222
autoimage,222,0,222
deBInfer,222,0,222
anfis,222,0,222
gSEM,222,0,222
pbo,222,0,222
dina,222,0,222
BioMark,222,0,222
benchden,222,0,222
poliscidata,222,0,222
compareDF,222,0,222
CEC,222,0,222
INLABMA,222,0,222
hydrostats,222,0,222
lfactors,216,6,222
MGLM,209,13,222
spanel,127,95,222
metasens,221,0,221
metasens,221,0,221
ORIClust,221,0,221
ihs,221,0,221
cmvnorm,221,0,221
mlogitBMA,221,0,221
SamplerCompare,221,0,221
BivarP,221,0,221
yuimaGUI,221,0,221
jetset,221,0,221
detrendeR,221,0,221
delt,221,0,221
MSQC,221,0,221
airGR,221,0,221
bdpv,221,0,221
stubthat,219,2,221
anchors,218,3,221
simFrame,216,5,221
meteoForecast,216,5,221
JGL,201,20,221
sae2,220,0,220
coxrobust,220,0,220
PCA4TS,220,0,220
GUIProfiler,220,0,220
CatEncoders,220,0,220
ArchaeoPhases,220,0,220
semtree,220,0,220
pnn,220,0,220
distrEllipse,220,0,220
DendroSync,220,0,220
OutlierDC,220,0,220
RXshrink,220,0,220
getCRUCLdata,220,0,220
secrlinear,220,0,220
hnp,220,0,220
IBDsim,217,3,220
ggspectra,217,3,220
GrassmannOptim,199,21,220
ThreeWay,197,23,220
SPA3G,127,93,220
GENEAread,103,117,220
pals,219,0,219
concreg,219,0,219
bReeze,219,0,219
simputation,219,0,219
NonpModelCheck,219,0,219
NonpModelCheck,219,0,219
mclcar,219,0,219
Barnard,219,0,219
sqliter,219,0,219
crqa,219,0,219
GGMselect,216,3,219
marelac,215,4,219
nlmeU,180,39,219
etl,176,43,219
Funclustering,97,122,219
samplesize4surveys,218,0,218
bayess,218,0,218
cmsaf,218,0,218
AGSDest,218,0,218
bamlss,218,0,218
rpgm,218,0,218
ArfimaMLM,218,0,218
InspectChangepoint,218,0,218
CRTSize,218,0,218
AutoSEARCH,218,0,218
DepthProc,211,7,218
farff,201,17,218
ACA,217,0,217
ACA,217,0,217
reactR,217,0,217
likelihood,217,0,217
ASMap,217,0,217
Evapotranspiration,217,0,217
mcIRT,217,0,217
Evapotranspiration,217,0,217
gridsample,217,0,217
Demerelate,217,0,217
RcppBDT,217,0,217
BiSEp,217,0,217
D2C,217,0,217
wbsts,217,0,217
chromer,217,0,217
iccbeta,217,0,217
BioPhysConnectoR,217,0,217
gsalib,217,0,217
RSA,217,0,217
prepdat,217,0,217
untb,213,4,217
untb,213,4,217
BAT,212,5,217
cherry,204,13,217
PK,195,22,217
gower,189,28,217
RSCABS,186,31,217
FFD,216,0,216
gtheory,216,0,216
BACA,216,0,216
BANFF,216,0,216
TriadSim,216,0,216
mltools,216,0,216
multipanelfigure,216,0,216
npst,216,0,216
sparsevar,216,0,216
ArrayBin,216,0,216
SimilarityMeasures,216,0,216
averisk,216,0,216
ncdump,216,0,216
chipPCR,202,14,216
modules,199,17,216
surveyplanning,185,31,216
gamlss.add,89,127,216
RobustAFT,83,133,216
eegkitdata,46,170,216
dashboard,215,0,215
opusminer,215,0,215
PopED,215,0,215
osmplotr,215,0,215
rWBclimate,215,0,215
imfr,215,0,215
Johnson,215,0,215
RcmdrPlugin.steepness,215,0,215
NetIndices,215,0,215
IQCC,215,0,215
aop,215,0,215
abjutils,215,0,215
spa,215,0,215
Actigraphy,215,0,215
Mediana,215,0,215
zic,212,3,215
fastclime,212,3,215
dglm,203,12,215
binMto,185,30,215
ensurer,183,32,215
GCD,171,44,215
arc,214,0,214
IMFData,214,0,214
AncestryMapper,214,0,214
kst,214,0,214
irtrees,214,0,214
kolmim,214,0,214
AF,214,0,214
uplift,214,0,214
treeclim,214,0,214
autopls,214,0,214
OptHedging,214,0,214
BASS,214,0,214
ZRA,214,0,214
trajectories,214,0,214
acopula,214,0,214
homomorpheR,214,0,214
acopula,214,0,214
AdaptFitOS,214,0,214
BGPhazard,214,0,214
engsoccerdata,214,0,214
simPop,214,0,214
SmithWilsonYieldCurve,214,0,214
mvcwt,214,0,214
scoringRules,214,0,214
HelpersMG,188,26,214
mutoss,74,140,214
condSURV,213,0,213
timesboot,213,0,213
tilegramsR,213,0,213
shinyDND,213,0,213
SocialMediaMineR,213,0,213
CopulaREMADA,213,0,213
bea.R,213,0,213
metagen,213,0,213
powerAnalysis,213,0,213
aroma.cn,213,0,213
KSEAapp,213,0,213
pcIRT,213,0,213
soundecology,213,0,213
mdatools,213,0,213
tableHTML,211,2,213
tidyxl,192,21,213
tabuSearch,189,24,213
EnsembleBase,77,136,213
ANLP,212,0,212
InfoTrad,212,0,212
qrcode,212,0,212
mdsr,212,0,212
skellam,212,0,212
depend.truncation,212,0,212
colourlovers,212,0,212
fastqcr,212,0,212
MetaPath,212,0,212
smoothHR,212,0,212
Thermimage,212,0,212
IRTpp,212,0,212
pushoverr,212,0,212
SimpleTable,212,0,212
datautils,210,2,212
erah,203,9,212
pks,200,12,212
MultinomialCI,199,13,212
OrdNor,189,23,212
mathgraph,187,25,212
mathgraph,187,25,212
NetPreProc,144,68,212
MM,211,0,211
EasyABC,211,0,211
AdaptiveSparsity,211,0,211
EdSurvey,211,0,211
MVar.pt,211,0,211
spuRs,211,0,211
placement,211,0,211
RcmdrPlugin.GWRM,211,0,211
NPMOD,211,0,211
geoknife,211,0,211
jSonarR,211,0,211
c060,211,0,211
LOST,211,0,211
starma,211,0,211
sharpeRratio,211,0,211
TreeSimGM,211,0,211
objectProperties,211,0,211
bioinactivation,211,0,211
ddalpha,211,0,211
Compounding,211,0,211
macleish,195,16,211
wgaim,172,39,211
leapp,171,40,211
lmeSplines,108,103,211
ontologyIndex,76,135,211
mscsweblm4r,32,179,211
ESGtoolkit,210,0,210
cjoint,210,0,210
plRasch,210,0,210
glmnetcr,210,0,210
deming,210,0,210
metacor,210,0,210
paleobioDB,210,0,210
GoFKernel,210,0,210
glmnetcr,210,0,210
pinnacle.API,210,0,210
colorplaner,210,0,210
metaplus,210,0,210
ibd,210,0,210
robustX,210,0,210
SampleSizeMeans,210,0,210
ATE,210,0,210
FIT,210,0,210
IDPSurvival,210,0,210
BayesBD,210,0,210
sbgcop,210,0,210
OmicsPLS,210,0,210
robets,210,0,210
rorutadis,210,0,210
spselect,210,0,210
matchingR,210,0,210
chillR,209,1,210
bioimagetools,196,14,210
bio.infer,183,27,210
DRR,144,66,210
metricTester,209,0,209
bayescount,209,0,209
bdscale,209,0,209
tab,209,0,209
bdscale,209,0,209
rMR,209,0,209
varComp,209,0,209
PracTools,209,0,209
AdaptFit,209,0,209
ALKr,209,0,209
dynpred,209,0,209
AtmRay,209,0,209
BayesianNetwork,209,0,209
SEMModComp,209,0,209
historydata,209,0,209
gridDebug,209,0,209
BayesianAnimalTracker,209,0,209
colorfulVennPlot,208,1,209
wnominate,199,10,209
MAMS,197,12,209
MetABEL,185,24,209
fishMod,166,43,209
partialAR,108,101,209
AlignStat,208,0,208
curvHDR,208,0,208
permutations,208,0,208
cudaBayesreg,208,0,208
alphaOutlier,208,0,208
admixturegraph,208,0,208
isopam,208,0,208
ROCt,208,0,208
isopam,208,0,208
imageData,208,0,208
XiMpLe,208,0,208
ftnonpar,208,0,208
ACCLMA,208,0,208
schoolmath,201,7,208
bazar,175,33,208
mcprofile,173,35,208
RnavGraph,117,91,208
rnaturalearthdata,59,149,208
dti,207,0,207
factorQR,207,0,207
rbcb,207,0,207
biosignalEMG,207,0,207
DataLoader,207,0,207
PKNCA,207,0,207
blm,207,0,207
tweet2r,207,0,207
episensr,207,0,207
tweet2r,207,0,207
crrSC,207,0,207
properties,207,0,207
onewaytests,207,0,207
dbhydroR,207,0,207
BANOVA,207,0,207
sequenza,207,0,207
CPE,207,0,207
endorse,207,0,207
acm4r,207,0,207
BCDating,207,0,207
HydeNet,207,0,207
adapr,207,0,207
LocalControl,207,0,207
CompGLM,207,0,207
RhpcBLASctl,197,10,207
params,179,28,207
eva,177,30,207
ART,206,0,206
rpubchem,206,0,206
RDML,206,0,206
rpubchem,206,0,206
muStat,206,0,206
RSKC,206,0,206
confreq,206,0,206
EMMAgeo,206,0,206
distrDoc,206,0,206
SCI,206,0,206
rorcid,206,0,206
SOAR,206,0,206
MLCIRTwithin,206,0,206
SOAR,206,0,206
rEDM,206,0,206
scrubr,206,0,206
ssizeRNA,206,0,206
WikidataQueryServiceR,206,0,206
RCassandra,206,0,206
adaptTest,206,0,206
subspace,206,0,206
cccrm,206,0,206
feedeR,206,0,206
eaf,171,35,206
stsm.class,11,195,206
bfa,205,0,205
SPREDA,205,0,205
goeveg,205,0,205
egonet,205,0,205
xyloplot,205,0,205
kcirt,205,0,205
FAOSTAT,205,0,205
geomedb,205,0,205
LVMMCOR,205,0,205
RcppExamples,205,0,205
riskSimul,205,0,205
covTest,205,0,205
ABC.RAP,205,0,205
SampleSizeProportions,205,0,205
pbdNCDF4,205,0,205
RInno,205,0,205
gastempt,205,0,205
StereoMorph,205,0,205
designGLMM,205,0,205
LINselect,190,15,205
wpp2015,54,151,205
DiscreteLaplace,204,0,204
aCRM,204,0,204
coarseDataTools,204,0,204
LMest,204,0,204
GDAdata,204,0,204
GDAdata,204,0,204
LakeMetabolizer,204,0,204
accrued,204,0,204
blackbox,204,0,204
Bclim,204,0,204
ega,204,0,204
DStree,204,0,204
RxCEcolInf,204,0,204
fechner,204,0,204
aucm,204,0,204
backblazer,204,0,204
bigml,204,0,204
SPOT,203,1,204
SAM,200,4,204
multipol,189,15,204
fast,186,18,204
Oarray,168,36,204
allanvar,203,0,203
CoxRidge,203,0,203
ModelGood,203,0,203
longCatEDA,203,0,203
GameTheory,203,0,203
fpca,203,0,203
Rankcluster,203,0,203
lba,203,0,203
coxinterval,203,0,203
plotSEMM,203,0,203
latdiag,203,0,203
FuzzyR,203,0,203
astroFns,203,0,203
Rpdb,203,0,203
HDMD,203,0,203
PhaseType,195,8,203
fuzzyRankTests,194,9,203
BinNonNor,192,11,203
microplot,152,51,203
G1DBN,152,51,203
BayesPiecewiseICAR,202,0,202
nhlscrapr,202,0,202
AmostraBrasil,202,0,202
clusterPower,202,0,202
simstudy,202,0,202
emma,202,0,202
ETAS,202,0,202
AssocTests,202,0,202
SSDM,202,0,202
normwhn.test,202,0,202
oaxaca,202,0,202
AFM,202,0,202
ADMMnet,202,0,202
longclust,202,0,202
rLindo,202,0,202
gamclass,202,0,202
adaptsmoFMRI,202,0,202
DeducerPlugInScaling,202,0,202
OutlierDM,202,0,202
RSSL,202,0,202
pbdPROF,202,0,202
powell,202,0,202
hergm,198,4,202
ICGE,191,11,202
ICGE,191,11,202
cplexAPI,191,11,202
toOrdinal,187,15,202
mvmesh,176,26,202
survrec,148,54,202
survrec,148,54,202
TimeWarp,139,63,202
semdiag,129,73,202
SMIR,201,0,201
mpm,201,0,201
Rz,201,0,201
TunePareto,201,0,201
internetarchive,201,0,201
aRpsDCA,201,0,201
dmt,201,0,201
dmt,201,0,201
CePa,201,0,201
regclass,201,0,201
CarletonStats,201,0,201
cdcfluview,201,0,201
regsem,201,0,201
regsem,201,0,201
optR,201,0,201
MendelianRandomization,201,0,201
MLDS,201,0,201
classGraph,201,0,201
phonics,201,0,201
growthcurver,201,0,201
bridgedist,201,0,201
WHO,201,0,201
bigstep,201,0,201
rtide,201,0,201
DSsim,201,0,201
flowr,201,0,201
rstiefel,201,0,201
edci,201,0,201
btb,201,0,201
RegressionFactory,201,0,201
BigQuic,176,25,201
soilphysics,174,27,201
antitrust,200,0,200
foodweb,200,0,200
agrmt,200,0,200
CellularAutomaton,200,0,200
PAWL,200,0,200
emuR,200,0,200
binseqtest,200,0,200
toaster,200,0,200
spikeSlabGAM,200,0,200
HTSCluster,200,0,200
ecolMod,200,0,200
popEpi,200,0,200
lmec,200,0,200
EcoGenetics,200,0,200
AMAP.Seq,200,0,200
riem,200,0,200
audiolyzR,200,0,200
LNIRT,200,0,200
BarcodingR,200,0,200
idar,200,0,200
ggswissmaps,200,0,200
evclust,200,0,200
anocva,200,0,200
NUCOMBog,200,0,200
bootRes,200,0,200
PhyloMeasures,200,0,200
bild,200,0,200
oc,190,10,200
polyapost,179,21,200
paramlink,174,26,200
tth,173,27,200
tm.plugin.europresse,169,31,200
randomizeBE,199,0,199
FAwR,199,0,199
ragtop,199,0,199
hydrogeo,199,0,199
bayesDccGarch,199,0,199
msos,199,0,199
msos,199,0,199
PubMedWordcloud,199,0,199
nlWaldTest,199,0,199
SIBER,199,0,199
ipdmeta,199,0,199
adwave,199,0,199
Binarize,199,0,199
SEMID,199,0,199
WhiteStripe,199,0,199
ExactCIdiff,199,0,199
PearsonICA,199,0,199
SemiMarkov,199,0,199
condGEE,199,0,199
cmprskQR,199,0,199
NLPutils,199,0,199
rTensor,197,2,199
smcure,173,26,199
simplegraph,116,83,199
simplegraph,116,83,199
textmining,198,0,198
mgarchBEKK,198,0,198
textmining,198,0,198
elasticsearchr,198,0,198
nortestARMA,198,0,198
Haplin,198,0,198
ParetoPosStable,198,0,198
plotrr,198,0,198
sankey,198,0,198
CorrToolBox,198,0,198
MAMSE,198,0,198
hisse,198,0,198
accelmissing,198,0,198
HighDimOut,198,0,198
MCPMod,198,0,198
eyetrackingR,198,0,198
cate,198,0,198
fwdmsa,198,0,198
TSHRC,198,0,198
tsPI,198,0,198
cda,198,0,198
cardidates,198,0,198
statcheck,198,0,198
randomUniformForest,197,1,198
conicfit,196,2,198
NormalLaplace,194,4,198
scrm,177,21,198
ontologyPlot,66,132,198
reportReg,197,0,197
subscore,197,0,197
support.BWS,197,0,197
jackknifeKME,197,0,197
AcrossTic,197,0,197
msgl,197,0,197
stepwise,197,0,197
irtDemo,197,0,197
epibasix,197,0,197
dmm,197,0,197
SGL,197,0,197
M4comp,197,0,197
frailtySurv,197,0,197
soc.ca,197,0,197
moduleColor,197,0,197
aoristic,197,0,197
assist,197,0,197
BSSasymp,191,6,197
sphereplot,169,28,197
encode,165,32,197
cstab,154,43,197
LSAmitR,144,53,197
DAAGxtras,196,0,196
MicSim,196,0,196
addreg,196,0,196
sleekts,196,0,196
asypow,196,0,196
valr,196,0,196
graphql,196,0,196
velox,196,0,196
boostr,196,0,196
RFinanceYJ,196,0,196
tsdecomp,196,0,196
lvnet,196,0,196
clogitL1,196,0,196
csn,196,0,196
csn,196,0,196
IMIFA,196,0,196
sinaplot,196,0,196
telegram,196,0,196
DiscreteInverseWeibull,196,0,196
MLCM,196,0,196
truncgof,196,0,196
kulife,196,0,196
debug,196,0,196
CLSOCP,196,0,196
aidar,196,0,196
dtables,189,7,196
mctest,195,0,195
bkmr,195,0,195
emg,195,0,195
modelfree,195,0,195
mixreg,195,0,195
CPBayes,195,0,195
CPBayes,195,0,195
dafs,195,0,195
FamEvent,195,0,195
hoardeR,195,0,195
acrt,195,0,195
MHTmult,195,0,195
CrypticIBDcheck,195,0,195
enaR,195,0,195
AMCP,195,0,195
OPDOE,195,0,195
RMallow,195,0,195
PwrGSD,195,0,195
EIAdata,195,0,195
fcros,195,0,195
mmeta,195,0,195
virtualspecies,195,0,195
harvestr,194,1,195
cvxclustr,193,2,195
cond,187,8,195
PET,183,12,195
EpiEstim,182,13,195
SurvCorr,111,84,195
microseq,56,139,195
aws.sns,37,158,195
anominate,194,0,194
dbstats,194,0,194
bursts,194,0,194
STMedianPolish,194,0,194
caRpools,194,0,194
BOIN,194,0,194
tm.plugin.dc,194,0,194
codyn,194,0,194
msir,194,0,194
CPHshape,194,0,194
AMModels,194,0,194
ARTIVA,194,0,194
pacbpred,194,0,194
MCAvariants,194,0,194
extremeStat,194,0,194
extremeStat,194,0,194
AnthropMMD,194,0,194
issueReporter,194,0,194
algorithmia,194,0,194
MOCCA,194,0,194
KernelKnn,194,0,194
R2MLwiN,194,0,194
igraphinshiny,194,0,194
convoSPAT,194,0,194
BayesComm,194,0,194
RMixpanel,194,0,194
tmod,194,0,194
MAVIS,194,0,194
fishmove,194,0,194
DNAtools,191,3,194
sgt,189,5,194
enviPat,181,13,194
topologyGSA,169,25,194
rsatscan,193,0,193
RLT,193,0,193
Frames2,193,0,193
OpenRepGrid,193,0,193
analytics,193,0,193
LIHNPSD,193,0,193
activpalProcessing,193,0,193
eventstudies,193,0,193
ykmeans,193,0,193
orQA,193,0,193
desplot,193,0,193
pollstR,193,0,193
agsemisc,193,0,193
ecb,193,0,193
ecb,193,0,193
easynls,193,0,193
rel,193,0,193
DunnettTests,193,0,193
pointRes,193,0,193
appell,193,0,193
vkR,193,0,193
rootWishart,193,0,193
PtProcess,193,0,193
rsq,193,0,193
powerCompRisk,193,0,193
AutoModel,193,0,193
classifly,193,0,193
camel,191,2,193
backShift,189,4,193
FRACTION,186,7,193
etrunct,176,17,193
cec2005benchmark,155,38,193
cec2013,153,40,193
disclap,80,113,193
fds,65,128,193
SGP,54,139,193
spi,192,0,192
sgd,192,0,192
rfordummies,192,0,192
SortableHTMLTables,192,0,192
Causata,192,0,192
creditr,192,0,192
hsdar,192,0,192
ddeploy,192,0,192
MetaQC,192,0,192
AssotesteR,192,0,192
NeatMap,192,0,192
biogas,192,0,192
colorscience,192,0,192
crplyr,192,0,192
bnspatial,192,0,192
BSagri,192,0,192
semGOF,192,0,192
hasseDiagram,189,3,192
blockmatrix,187,5,192
tm.plugin.alceste,162,30,192
philentropy,191,0,191
corr2D,191,0,191
inference,191,0,191
Bayesianbetareg,191,0,191
copCAR,191,0,191
gcite,191,0,191
CommEcol,191,0,191
CalibrateSSB,191,0,191
cape,191,0,191
currentSurvival,191,0,191
CombinS,191,0,191
D3partitionR,191,0,191
BrailleR,191,0,191
Rarity,191,0,191
BEDASSLE,191,0,191
growthmodels,191,0,191
aws.sqs,191,0,191
GEVcdn,191,0,191
ADM3,191,0,191
enviPick,190,1,191
enviPick,190,1,191
bionetdata,190,1,191
loglognorm,189,2,191
sitar,188,3,191
MSeasy,50,141,191
rfisheries,190,0,190
LexisPlotR,190,0,190
lsl,190,0,190
evolqg,190,0,190
AutoDeskR,190,0,190
artfima,190,0,190
dcGOR,190,0,190
pendensity,190,0,190
pathmox,190,0,190
gmatrix,190,0,190
capwire,190,0,190
ctmcd,190,0,190
NormalGamma,190,0,190
phylosignal,190,0,190
far,190,0,190
B2Z,190,0,190
GAR,190,0,190
pwrRasch,190,0,190
rPref,190,0,190
ipfp,185,5,190
modelObj,176,14,190
nhanesA,172,18,190
WhopGenome,170,20,190
rehh,170,20,190
HiClimR,151,39,190
dlstats,189,0,189
goalprog,189,0,189
wally,189,0,189
ADCT,189,0,189
crrp,189,0,189
RYandexTranslate,189,0,189
alleHap,189,0,189
neotoma,189,0,189
pcdpca,189,0,189
MCMCvis,189,0,189
RPyGeo,189,0,189
ScottKnottESD,189,0,189
datacheck,189,0,189
SvyNom,189,0,189
DTMCPack,189,0,189
reghelper,189,0,189
jmuOutlier,189,0,189
imguR,189,0,189
spatialfil,189,0,189
cAIC4,189,0,189
BioPET,189,0,189
future.BatchJobs,189,0,189
shinyLP,189,0,189
CausalGAM,189,0,189
landsat8,189,0,189
CCTpack,189,0,189
PlayerRatings,189,0,189
cyclocomp,189,0,189
ARTP,189,0,189
rtypeform,189,0,189
easySdcTable,189,0,189
CITAN,189,0,189
easypower,189,0,189
myTAI,189,0,189
downscale,188,1,189
Bhat,186,3,189
OpenMPController,164,25,189
rstream,149,40,189
